recorder_folder,DATE,TIME,LON,LAT,BAT,TEMP,HUMI,FILE,GAIN,SAMPLE RATE,CHANNEL,NOTE,wav_file,birdnet_start_s,birdnet_end_s,peak_time_s,gcc_start_s,gcc_end_s,tdoa_ms,lag_samples,bearing_1_deg,bearing_2_deg,detected_by
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,108.0,111.0,109.91029166666667,109.66029166666667,110.16029166666667,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,162.0,165.0,163.064,162.814,163.314,0.0013020833333333333,0.0625,0.1705944566832045,179.8294055433168,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,213.0,216.0,214.54816666666667,214.29816666666667,214.79816666666667,0.0013020833333333333,0.0625,0.1705944566832045,179.8294055433168,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,303.0,306.0,305.6835,305.4335,305.9335,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,351.0,354.0,353.0314375,352.7814375,353.2814375,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,438.0,441.0,439.549,439.299,439.799,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,480.0,483.0,480.1878541666667,480.0,480.4378541666667,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,483.0,486.0,483.90947916666664,483.65947916666664,484.15947916666664,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,582.0,585.0,583.6366875,583.3866875,583.8866875,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,675.0,678.0,677.4675,677.2175,677.7175,0.020833333333333332,1.0,2.730540749448636,177.26945925055136,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,771.0,774.0,773.0920208333333,772.8420208333333,773.3420208333333,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,843.0,846.0,843.4177291666666,843.1677291666666,843.6677291666666,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,930.0,933.0,930.96475,930.71475,931.21475,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1041.0,1044.0,1042.2004375,1041.9504375,1042.4504375,0.01953125,0.9375,2.559764521436577,177.4402354785634,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1101.0,1104.0,1101.5760416666667,1101.3260416666667,1101.8260416666667,0.0013020833333333333,0.0625,0.1705944566832045,179.8294055433168,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1164.0,1167.0,1166.8056458333333,1166.5556458333333,1167.0,0.0026041666666666665,0.125,0.34119042573000513,179.65880957426998,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1254.0,1257.0,1254.7235833333334,1254.4735833333334,1254.9735833333334,-0.020833333333333332,-1.0,357.26945925055134,182.73054074944866,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1332.0,1335.0,1334.6339375,1334.3839375,1334.8839375,0.4140625,19.875,71.23089896104412,108.76910103895588,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1386.0,1389.0,1388.94825,1388.69825,1389.0,0.020833333333333332,1.0,2.730540749448636,177.26945925055136,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1389.0,1392.0,1389.1467083333334,1389.0,1389.3967083333334,0.01953125,0.9375,2.559764521436577,177.4402354785634,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1464.0,1467.0,1464.4500416666667,1464.2000416666667,1464.7000416666667,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1536.0,1539.0,1536.01,1536.0,1536.26,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1596.0,1599.0,1596.1257291666666,1596.0,1596.3757291666666,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-12-2026,19:12:03,1.91772W,50.94279N,100%,15C,47%,1_20260412_191203.wav,AGC,48kHz,stereo,Part2,1_20260412_191203.wav,1716.0,1719.0,1718.5459375,1718.2959375,1718.7959375,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,69.0,72.0,71.19333333333333,70.94333333333333,71.44333333333333,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,189.0,192.0,190.50233333333333,190.25233333333333,190.75233333333333,-0.01953125,-0.9375,357.4402354785634,182.5597645214366,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,294.0,297.0,295.73195833333335,295.48195833333335,295.98195833333335,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,396.0,399.0,396.29991666666666,396.04991666666666,396.54991666666666,0.0013020833333333333,0.0625,0.1705944566832045,179.8294055433168,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,510.0,513.0,511.85010416666665,511.60010416666665,512.1001041666667,0.0013020833333333333,0.0625,0.1705944566832045,179.8294055433168,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,645.0,648.0,647.568875,647.318875,647.818875,0.0013020833333333333,0.0625,0.1705944566832045,179.8294055433168,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,1206.0,1209.0,1208.3167708333333,1208.0667708333333,1208.5667708333333,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,1329.0,1332.0,1329.4997916666666,1329.2497916666666,1329.7497916666666,0.0013020833333333333,0.0625,0.1705944566832045,179.8294055433168,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,1419.0,1422.0,1420.6672291666666,1420.4172291666666,1420.9172291666666,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,1569.0,1572.0,1571.3964583333334,1571.1464583333334,1571.6464583333334,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,06:39:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_063902.wav,AGC,48kHz,stereo,Part1,1_20260413_063902.wav,1656.0,1659.0,1656.2061041666666,1656.0,1656.4561041666666,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,36.0,39.0,36.8343125,36.5843125,37.0843125,0.018229166666666668,0.8750000000000001,2.389011046620638,177.61098895337938,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,945.0,948.0,945.3605625,945.1105625,945.6105625,-0.022135416666666668,-1.0625,357.0986587424351,182.90134125756492,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,1077.0,1080.0,1079.2244791666667,1078.9744791666667,1079.4744791666667,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,1209.0,1212.0,1209.3465625,1209.0965625,1209.5965625,-0.01953125,-0.9375,357.4402354785634,182.5597645214366,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,1326.0,1329.0,1328.1764166666667,1327.9264166666667,1328.4264166666667,0.01953125,0.9375,2.559764521436577,177.4402354785634,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,1431.0,1434.0,1431.49725,1431.24725,1431.74725,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,1542.0,1545.0,1544.0190208333333,1543.7690208333333,1544.2690208333333,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,07:09:02,1.91772W,50.94279N,100%,2C,99%,1_20260413_070902.wav,AGC,48kHz,stereo,Part2,1_20260413_070902.wav,1776.0,1779.0,1777.6898333333334,1777.4398333333334,1777.9398333333334,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,18:42:02,1.91772W,50.94279N,100%,17C,46%,1_20260413_184202.wav,AGC,48kHz,stereo,Part1,1_20260413_184202.wav,42.0,45.0,43.29304166666667,43.04304166666667,43.54304166666667,0.022135416666666668,1.0625,2.9013412575649227,177.09865874243508,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,18:42:02,1.91772W,50.94279N,100%,17C,46%,1_20260413_184202.wav,AGC,48kHz,stereo,Part1,1_20260413_184202.wav,165.0,168.0,167.15927083333332,166.90927083333332,167.40927083333332,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,18:42:02,1.91772W,50.94279N,100%,17C,46%,1_20260413_184202.wav,AGC,48kHz,stereo,Part1,1_20260413_184202.wav,399.0,402.0,401.77327083333336,401.52327083333336,402.0,0.01953125,0.9375,2.559764521436577,177.4402354785634,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,18:42:02,1.91772W,50.94279N,100%,17C,46%,1_20260413_184202.wav,AGC,48kHz,stereo,Part1,1_20260413_184202.wav,402.0,405.0,402.0445625,402.0,402.2945625,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,18:42:02,1.91772W,50.94279N,100%,17C,46%,1_20260413_184202.wav,AGC,48kHz,stereo,Part1,1_20260413_184202.wav,630.0,633.0,632.78675,632.53675,633.0,-0.01953125,-0.9375,357.4402354785634,182.5597645214366,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,18:42:02,1.91772W,50.94279N,100%,17C,46%,1_20260413_184202.wav,AGC,48kHz,stereo,Part1,1_20260413_184202.wav,684.0,687.0,686.9845416666667,686.7345416666667,687.0,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,18:42:02,1.91772W,50.94279N,100%,17C,46%,1_20260413_184202.wav,AGC,48kHz,stereo,Part1,1_20260413_184202.wav,777.0,780.0,777.8896666666667,777.6396666666667,778.1396666666667,0.01953125,0.9375,2.559764521436577,177.4402354785634,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,153.0,156.0,154.58825,154.33825,154.83825,0.375,18.0,59.03703129067228,120.96296870932773,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,480.0,483.0,482.9899375,482.7399375,483.0,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,483.0,486.0,483.10285416666665,483.0,483.35285416666665,-0.040364583333333336,-1.9375,354.7040417348786,185.29595826512139,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,687.0,690.0,687.2525833333333,687.0025833333333,687.5025833333333,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,789.0,792.0,790.0483541666666,789.7983541666666,790.2983541666666,0.061197916666666664,2.9375,8.044330119461023,171.95566988053898,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,873.0,876.0,874.9279375,874.6779375,875.1779375,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,1020.0,1023.0,1022.6451666666667,1022.3951666666667,1022.8951666666667,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,1203.0,1206.0,1203.9550416666666,1203.7050416666666,1204.2050416666666,-0.01953125,-0.9375,357.4402354785634,182.5597645214366,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,1455.0,1458.0,1457.8031875,1457.5531875,1458.0,-0.022135416666666668,-1.0625,357.0986587424351,182.90134125756492,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,1458.0,1461.0,1458.0971666666667,1458.0,1458.3471666666667,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-13-2026,19:12:03,1.91772W,50.94279N,100%,17C,46%,1_20260413_191203.wav,AGC,48kHz,stereo,Part2,1_20260413_191203.wav,1797.0,1800.0,1797.6825,1797.4325,1797.9325,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,135.0,138.0,136.15708333333333,135.90708333333333,136.40708333333333,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,186.0,189.0,186.46358333333333,186.21358333333333,186.71358333333333,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,459.0,462.0,460.11372916666664,459.86372916666664,460.36372916666664,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,531.0,534.0,531.9197916666667,531.6697916666667,532.1697916666667,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,678.0,681.0,679.3525625,679.1025625,679.6025625,0.0026041666666666665,0.125,0.34119042573000513,179.65880957426998,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,858.0,861.0,859.4178541666666,859.1678541666666,859.6678541666666,-0.0013020833333333333,-0.0625,359.8294055433168,180.1705944566832,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,1140.0,1143.0,1141.82775,1141.57775,1142.07775,0.0,0.0,0.0,180.0,"left,right"
Recorder 1 - 1004 to 1704,04-14-2026,06:39:02,1.91772W,50.94279N,100%,6C,99%,1_20260414_063902.wav,AGC,48kHz,stereo,Part1,1_20260414_063902.wav,1215.0,1218.0,1216.9835208333334,1216.7335208333334,1217.2335208333334,0.0,0.0,0.0,180.0,"left,right"
